Tiempo,AccX,AccY,AccZ,GiroY,KalmanGiroY,Pitch,KalmanPitch
31.91,168.0,14228.0,-10204.0,-0.47,178.43,-125.65,-121.96
31.98,436.0,15384.0,-7148.0,2.12,180.69,-114.92,-109.98
32.04,188.0,16336.0,-4064.0,0.72,178.86,-103.97,-98.57
32.11,148.0,16392.0,-712.0,-0.27,177.4,-92.49,-87.42
32.18,516.0,15700.0,3388.0,0.8,178.03,-77.82,-76.02
32.24,232.0,14548.0,5804.0,0.97,178.04,-68.25,-64.98
32.3,316.0,13260.0,8568.0,0.71,177.5,-57.13,-53.96
32.37,304.0,10876.0,11156.0,0.38,176.9,-44.27,-42.77
32.43,376.0,7416.0,13132.0,0.38,176.77,-29.45,-31.03
32.5,240.0,4980.0,14168.0,0.21,176.73,-19.37,-19.65
32.56,364.0,1696.0,14976.0,0.44,176.98,-6.46,-8.08
32.62,584.0,-500.0,15020.0,0.17,176.85,1.91,2.79
32.68,452.0,-4424.0,14556.0,0.17,176.78,16.91,13.75
32.75,396.0,-7028.0,13176.0,-0.25,176.62,28.08,25.25
32.81,444.0,-10060.0,11832.0,0.43,177.54,40.37,37.04
32.88,300.0,-12636.0,9532.0,0.95,178.35,52.97,48.97
32.94,456.0,-14036.0,7172.0,-0.07,177.66,62.93,60.49
33.0,296.0,-15408.0,4248.0,-0.28,177.65,74.59,72.18
33.07,580.0,-16152.0,1112.0,-0.11,178.03,86.06,83.88
33.13,460.0,-16448.0,-2200.0,0.08,178.41,97.62,95.58
33.2,156.0,-15456.0,-5856.0,-2.27,176.23,110.75,107.31
33.26,284.0,-14420.0,-8608.0,-0.05,178.74,120.84,119.53
33.33,452.0,-12832.0,-11460.0,-0.16,178.74,131.77,131.61
33.4,132.0,-11196.0,-13888.0,0.11,179.02,141.13,143.59
33.47,400.0,-8168.0,-15432.0,0.19,178.89,152.11,155.29
33.53,536.0,-4628.0,-17180.0,0.25,178.68,164.92,166.92
33.6,328.0,-1908.0,-17588.0,-0.02,178.24,173.81,178.23
33.67,400.0,2064.0,-17552.0,0.15,178.02,-173.29,-170.14
33.74,252.0,5628.0,-16804.0,0.24,177.83,-161.48,-158.49
33.8,268.0,8728.0,-15244.0,0.5,177.83,-150.21,-146.89
33.87,400.0,11344.0,-13328.0,-1.02,176.03,-139.6,-135.51
33.94,320.0,13704.0,-10456.0,-0.19,176.5,-127.34,-123.67
34.01,512.0,14796.0,-8164.0,1.48,177.86,-118.89,-112.12
34.08,232.0,16212.0,-4220.0,0.26,176.04,-104.59,-100.71
34.15,544.0,16200.0,-412.0,0.28,175.73,-91.46,-89.14
34.21,400.0,15740.0,2624.0,2.17,177.41,-80.54,-78.05
34.27,528.0,14628.0,5668.0,1.33,176.35,-68.82,-66.95
34.34,276.0,12760.0,8436.0,0.56,175.43,-56.53,-55.76
